,Unnamed: 0,Mandatory FEMP Standby Power Requirement,Declared Standby Power,Product Category,Company Name - Brand Name,Model Name,Model Number,Additional Model Information,UNSPSC Code,ENAC Code,Wake on LAN (WOL) Status as Shipped (Workstations Only),Notes
122,173,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Apple Inc. - Apple,HomePod,A2825,"HomePod,A2878,",52161547,KJ,,
123,174,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Biamp Systems, LLC - BIAMP",Voltera A 600.2,Voltera A 600.2,,52161547,KJ,,
124,175,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Biamp Systems, LLC - BIAMP",Voltera A 600.4,Voltera A 600.4,,52161547,KJ,,
125,177,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,CLOUD ELECTRONICS LIMITED - Cloud,MA 40,MA 40,,52161547,KJ,,
126,178,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,CLOUD ELECTRONICS LIMITED - Cloud,MA 40F,MA 40F,,52161547,KJ,,
127,179,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,CLOUD ELECTRONICS LIMITED - Cloud,MA 40T,MA 40T,,52161547,KJ,,
128,183,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Crestron Electronics, Inc. - Crestron",AMP-2210S,AMP-2210S,,52161547,KJ,,
129,184,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Crestron Electronics, Inc. - Crestron",AMP-2210S,AMP-2210S,,52161547,KJ,,
130,185,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Crestron Electronics, Inc. - Crestron",AMP-2210T,AMP-2210T,,52161547,KJ,,
131,186,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Crestron Electronics, Inc. - Crestron",AMP-3210S,AMP-3210S,,52161547,KJ,,
132,187,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Crestron Electronics, Inc. - Crestron",AMP-3210T,AMP-3210T,,52161547,KJ,,
133,188,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Crestron Electronics, Inc. - Crestron",M201926002,AMP-X50MP,,52161547,KJ,,
134,189,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Crestron Electronics, Inc. - Crestron",AMP-X75,M201929003,,52161547,KJ,,
135,190,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,Audio Amplifier,XPA 2001-100V,,52161547,KJ,,
136,191,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,Audio Amplifier,XPA 2001-70V,,52161547,KJ,,
137,192,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,Audio Amplifier,XPA 2004,,52161547,KJ,,
138,193,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,XPA 4002,XPA 4002,",XPA 4002-70V,; XPA 4002,XPA 4002,",52161547,KJ,,
139,194,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,Audio Amplifier,MPA 152 PLUS,,52161547,KJ,,
140,197,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,MPA 601-70V,MPA 601-70V,,52161547,KJ,,
141,198,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,MPA 601-100V,MPA 601-100V,,52161547,KJ,,
142,199,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,SB 33 A 46-55,SB 33 A 46-55,"SB 33 A 46-55,SB 33 A 55-65,",52161547,KJ,,
143,200,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,SB 33 A 65-70,SB 33 A 65-70,,52161547,KJ,,
144,201,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,SB 33 A 75-80,SB 33 A 75-80,,52161547,KJ,,
145,202,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,XPA U 1004 SB,XPA U 1004 SB,,52161547,KJ,,
146,203,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,XPA U 2002 SB,XPA U 2002 SB,,52161547,KJ,,
147,204,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,XPA U 3502,XPA U 3502,,52161547,KJ,,
148,205,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,SB 33 A 82-90,SB 33 A 82-90,,52161547,KJ,,
149,206,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,SB 33 A 90-100,SB 33 A 90-100,,52161547,KJ,,
150,207,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 358,XPA U 358,,52161547,KJ,,
151,208,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 358-70V,XPA U 358-70V,,52161547,KJ,,
152,209,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 358C-70V,XPA U 358C-70V,,52161547,KJ,,
153,210,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 1002,XPA U 1002,,52161547,KJ,,
154,211,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 1002-70V,XPA U 1002-70V,,52161547,KJ,,
155,212,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 1004,XPA U 1004,,52161547,KJ,,
156,213,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 1004-70V,XPA U 1004-70V,,52161547,KJ,,
157,214,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 1004C-70V,XPA U 1004C-70V,,52161547,KJ,,
158,215,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 1004-100V,XPA U 1004-100V,,52161547,KJ,,
159,216,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 1002-100V,XPA U 1002-100V,,52161547,KJ,,
160,217,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 1004C-100V,XPA U 1004C-100V,,52161547,KJ,,
161,218,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 758,XPA U 758,,52161547,KJ,,
162,222,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Samsung Electronics Co., Ltd. - Samsung",MX-T50,MX-T50,,52161547,KJ,,
163,223,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Samsung Electronics Co., Ltd. - Samsung",MX-T70,MX-T70,,52161547,KJ,,
164,224,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Samsung Electronics Co., Ltd. - Samsung",MX-T40,MX-T40,,52161547,KJ,,
165,225,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Samsung Electronics Co., Ltd. - Samsung",MX-T55,MX-T55,,52161547,KJ,,
166,226,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,YAMAHA CORPORATION - YAMAHA,Power Amprifier,MA2120,,52161547,KJ,,
167,227,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,YAMAHA CORPORATION - YAMAHA,Power Amprifier,PA2120,,52161547,KJ,,
168,228,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,CA1201,CA1201,,52161547,KJ,,
169,229,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,CA602,CA602,,52161547,KJ,,
170,230,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,CA601,CA601,,52161547,KJ,,
171,231,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,CA1202,CA1202,,52161547,KJ,,
172,232,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,CA2402,CA2402,,52161547,KJ,,
173,233,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,CA2401,CA2401,,52161547,KJ,,
174,234,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,FA602,FA602,,52161547,KJ,,
175,235,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,FA1202,FA1202,,52161547,KJ,,
176,236,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,FA2402,FA2402,,52161547,KJ,,
177,244,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB.GRUPPEN,E SERIES 5:4,E SERIES 5:4,,52161547,KJ,,
178,245,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB.GRUPPEN,E SERIES 10:4,E SERIES 10:4,,52161547,KJ,,
179,246,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB.GRUPPEN,Lucia 60/1-70,Lucia 60/1-70,,52161547,KJ,,
180,247,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB.GRUPPEN,Lucia 60/2,Lucia 60/2,,52161547,KJ,,
181,248,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB.GRUPPEN,Lucia 60/2M,Lucia 60/2M,,52161547,KJ,,
182,249,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"NEEC Audio Barcelona, S.L. - ECLER",GPA2-400ES,GPA2-400ES,,52161547,KJ,,
183,250,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"NEEC Audio Barcelona, S.L. - ECLER",HSA2-400ES,HSA2-400ES,,52161547,KJ,,
184,251,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Polk Audio - Polk,MAGNIFI MAX SR SYSTEM,MAGNIFI MAX SOUND BAR,,52161547,KJ,,
185,252,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Polk Audio - Polk,MAGNIFI MAX SR SYSTEM,SR1 WIRELESS SURROUNDS (Right),,52161547,KJ,,
186,253,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Polk Audio - Polk,MAGNIFI MAX SR SYSTEM,SR1 WIRELESS SURROUNDS (Left),,52161547,KJ,,
187,254,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Polk Audio - Polk,MAGNIFI MAX SR SYSTEM,SR1 WIRELESS SURROUNDS(Right),,52161547,KJ,,
188,255,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Polk Audio - Polk,MAGNIFI MAX SR SYSTEM,SR1 WIRELESS SURROUNDS (Left),,52161547,KJ,,
189,257,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"QSC, LLC - QSC",SPA,SPA2-60,,52161547,KJ,,
190,258,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"QSC, LLC - QSC",SPA,SPA4-60,,52161547,KJ,,
191,259,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"QSC, LLC - QSC",SPA2-200,SPA2-200,,52161547,KJ,,
192,260,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"QSC, LLC - QSC",SPA4-100,SPA4-100,,52161547,KJ,,
193,264,Compliant,0 to 1 W,"Audio Video Equipment - Audio Amplifier - Full Spectrum,Audio Amplifier - Limited Bandwidth","Crestron Electronics, Inc. - Crestron",AMP-X1000,M202039003,,52161547,KJ,,
194,265,Compliant,0 to 1 W,"Audio Video Equipment - Audio Amplifier - Full Spectrum,Audio Amplifier - Limited Bandwidth","Crestron Electronics, Inc. - Crestron",AMP-X750,M202039002,,52161547,KJ,,
195,266,Compliant,0 to 1 W,"Audio Video Equipment - Audio Amplifier - Full Spectrum,Audio Amplifier - Limited Bandwidth","Crestron Electronics, Inc. - Crestron",AMP-X500,M202039001,,52161547,KJ,,
196,261,Compliant,0 to 1 W,"Audio Video Equipment - Audio Amplifier - Full Spectrum,Compact/Shelf Audio System",Atlona Inc - ATLONA,AT-GAIN-120,AT-GAIN-120,,52161547,KJ,,
197,262,Compliant,0 to 1 W,"Audio Video Equipment - Audio Amplifier - Full Spectrum,Compact/Shelf Audio System",Atlona Inc - ATLONA,AT-GAIN-60,AT-GAIN-60,,52161547,KJ,,
198,2,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Portable Bluetooth Speaker,XTREME 3G,,52161547,KJ,,
199,3,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Portable Bluetooth Speaker,XTREME 3N,,52161547,KJ,,
200,4,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Bluetooth Speaker,PARTYBOX ENCORE ESSENTIAL,,52161547,KJ,,
201,5,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Bluetooth Speaker,PARTYBOX110,,52161547,KJ,,
202,8,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Multi-Channel Soundbar with wireless subwoofer,BAR 500 SUB,,52161547,KJ,,
203,10,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Multi-Channel Soundbar with wireless subwoofer,BAR 800 SUB,,52161547,KJ,,
204,12,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Multi-Channel Soundbar with wireless subwoofer,BAR 1000 SUB,,52161547,KJ,,
205,13,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Wireless Speaker,BOOMBOX 3 Wi-Fi,,52161547,KJ,,
206,14,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Bluetooth Speaker,PARTYBOX ENCORE,,52161547,KJ,,
207,17,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Wireless Speaker,BOOMBOX 3,,52161547,KJ,,
208,19,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Multi-Channel Soundbar with wireless subwoofer,Wireless Subwoofer: BAR 1300X SUB,,52161547,KJ,,
209,21,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Multi-Channel Soundbar with wireless subwoofer,Wireless Subwoofer: BAR 1300 SUB,,52161547,KJ,,
210,23,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Multi-Channel Soundbar with wireless subwoofer,BAR 700 SUB,,52161547,KJ,,
211,24,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Portable Bluetooth Speaker,BOOMBOX 3,,52161547,KJ,,
212,25,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",PORTABLE BLUETOOTH SPEAKER,GO+PLAY 3,,52161547,KJ,,
213,31,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Portable Bluetooth Speaker,XTREME 4G,,52161547,KJ,,
214,32,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Portable Bluetooth Speaker,XTREME 4N,,52161547,KJ,,
215,33,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Bluetooth Speaker,PARTYBOX STAGE 320,,52161547,KJ,,
216,34,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Bluetooth Speaker,PARTYBOX CLUB 120G,,52161547,KJ,,
217,35,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,AdamHall GmbH - LD,LDIMA60,LDIMA60,,52161547,KJ,,
218,36,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,AdamHall GmbH - LD,LDIMA30,LDIMA30,,52161547,KJ,,
219,37,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,AdamHall GmbH - LD,Installation Power Amplifier,IPA412T,,52161547,KJ,,
220,38,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,AdamHall GmbH - LD,Installation Power Amplifier,IPA424T,,52161547,KJ,,
221,39,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,AdamHall GmbH - LD SYSTEMS or LD,LDIMA120,LDIMA120,,52161547,KJ,,
222,40,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,AdamHall GmbH - LD SYSTEMS or LD,LDIMA240,LDIMA240,,52161547,KJ,,
223,41,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Crestron Electronics, Inc. - Crestron",Professional Audio Amplifier,MP-AMP40-100V,,52161547,KJ,,
224,42,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Crestron Electronics, Inc. - Crestron",Professional Audio Amplifier,MP-AMP40-70V,,52161547,KJ,,
225,45,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - harman/kardon",AURA STUDIO 4,AURA STUDIO 4,,52161547,KJ,,
226,50,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-K470,HW-K470,"HW-K480,HW-K480,; HW-KM47,HW-KM47,; HW-KM47C,HW-KM47C,",52161547,KJ,,
227,51,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-M450,HW-M450,"HW-M435,HW-M435,; HW-M460,HW-M460,; HW-M495,HW-M495,; HW-MM45,HW-MM45,; HW-MM45C,HW-MM45C,",52161547,KJ,,
228,52,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-M360,HW-M360,"HW-M369,HW-M369,; HW-M395,HW-M395,; HW-MM36,HW-MM36,; HW-MM36C,HW-MM36C,; HW-MM37,HW-MM37,",52161547,KJ,,
229,53,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-M4500,HW-M4500,"HW-M4500C,HW-M4500C,; HW-M4501,HW-M4501,; HW-M4510,HW-M4510,; HW-M4511,HW-M4511,; HW-M4990,HW-M4990,; HW-M4991,HW-M4991,; HW-MM4500,HW-MM4500,; HW-MM4500C,HW-MM4500C,",52161547,KJ,,
230,54,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-M550,HW-M550,"HW-M560,HW-M560,; HW-M595,HW-M595,; HW-MM55,HW-MM55,; HW-MM55C,HW-MM55C,",52161547,KJ,,
231,55,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-M370,HW-M370,,52161547,KJ,,
232,56,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-M430,HW-M430,,52161547,KJ,,
233,91,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",MX-ST50B,MX-ST50B,"MX-B50,MX-B50,Same as basic model except model designation; MX-ST5CB,MX-ST5CB,Same as basic model except model designation",52161547,KJ,,
234,103,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-LS60D,HW-LS60D,"HW-LS60GD,HW-LS60GD,Same as basic model except model designation",52161547,KJ,,
235,106,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Zound Industries AB - Marshall,ACTON III,ACTON III,,52161547,KJ,,
236,108,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Zound Industries AB - Marshall,STANMORE III,STANMORE III,,52161547,KJ,,
237,109,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,Polk MagniFi Soundbar,MAGNIFI X SOUNDBAR,,52161547,KJ,,
238,110,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,Polk MagniFi Soundbar,MAGNIFI X SUBWOOFER,,52161547,KJ,,
239,111,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,Polk Signa Solo,SIGNA SOLO,",SIGNA SOLO GE, SIGNA SOLO INTL, SIGNA SOLO NFR,",52161547,KJ,,
240,112,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,MAGNIFI MAX SR SYSTEM,MAGNIFI MAX SUBWOOFER,,52161547,KJ,,
241,113,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,SIGNA S1B SYSTEM,Sound Bar: SIGNA S1B SOUND BAR,,52161547,KJ,,
242,114,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,SIGNA S1B SYSTEM,Subwoofer: SIGNA S1B SUBWOOFER,,52161547,KJ,,
243,115,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,HOME THEATER SYSTEM,SIGNA S2 SOUND BAR,,52161547,KJ,,
244,116,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,HOME THEATER SYSTEM,SIGNA S2 SUBWOOFER,,52161547,KJ,,
245,119,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,MAGNIFI MAX SR SYSTEM,MAGNIFI MAX SUBWOOFER,,52161547,KJ,,
246,120,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,HOME THEATER SYSTEM,Signa S3 SOUND BAR,,52161547,KJ,,
247,121,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,HOME THEATER SYSTEM,Signa S3 SUBWOOFER,,52161547,KJ,,
248,122,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-J355,HW-J355,"HW-J350,HW-J350,; HW-J355,HW-J355,; HW-JM35,HW-JM35,",52161547,KJ,,
249,123,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-J450,HW-J450,"HW-J450,HW-J450,; HW-JM45,HW-JM45,",52161547,KJ,,
250,124,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-J6000,HW-J6000,"HW-J4000,HW-J4000,; HW-J6000,HW-J6000,; HW-J6000R,HW-J6000R,; HW-J6001R,HW-J6001R,; HW-J6010R,HW-J6010R,; HW-J6011R,HW-J6011R,; HW-JM4000,HW-JM4000,; HW-JM4000C,HW-JM4000C,; HW-JM6000,HW-JM6000,; HW-JM6000C,HW-JM6000C,",52161547,KJ,,
251,125,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-J250,HW-J250,"HW-J250,HW-J250,; HW-JM25,HW-JM25,; HW-JM25C,HW-JM25C,",52161547,KJ,,
252,126,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-J370,HW-J370,"HW-J370,HW-J370,; HW-JM37,HW-JM37,; HW-JM37C,HW-JM37C,",52161547,KJ,,
253,127,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-J470,HW-J470,"HW-J470,HW-J470,; HW-JM47,HW-JM47,",52161547,KJ,,
254,128,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-J550,HW-J550,"HW-J550,HW-J550,; HW-J551,HW-J551,; HW-JM55,HW-JM55,; HW-JM55C,HW-JM55C,",52161547,KJ,,
255,129,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-JM45C,HW-JM45C,,52161547,KJ,,
